Date,Close,High,Low,Open,Volume
2024-07-10,9279.623046875,9394.469866762067,9233.684318920174,9348.53113880724,62325900
2024-07-11,9256.6533203125,9302.592046467898,9187.745231079405,9187.745231079405,55908400
2024-07-12,9256.6533203125,9279.622683390198,9210.714594157103,9233.683957234802,62646500
2024-07-15,9233.68359375,9256.652955923508,9141.80614505597,9233.68359375,36682600
2024-07-16,9141.8076171875,9210.715714804492,9141.8076171875,9164.77698305983,37192700
2024-07-17,9003.9912109375,9141.807402941646,9003.9912109375,9095.868672273598,90666000
2024-07-18,9279.623046875,9279.623046875,9003.99067914604,9003.99067914604,65383200
2024-07-19,9302.591796875,9302.591796875,9164.775622106481,9233.68370949074,53880300
2024-07-22,9279.623046875,9325.561774829826,9279.623046875,9302.592410852412,31285300
2024-07-23,9348.53125,9371.500614250614,9302.592521498771,9371.500614250614,39321100
2024-07-24,9256.6533203125,9348.530772623295,9256.6533203125,9302.592046467898,24658000
2024-07-25,9463.37890625,9463.37890625,9371.501441140777,9394.470807418082,98088100
2024-07-26,9486.3486328125,9555.2567342615,9463.379265662832,9532.287367111834,75565800
2024-07-29,9417.439453125,9578.225004763719,9348.531359565548,9555.255640243902,69092500
2024-07-30,9348.53125,9463.378071253072,9348.53125,9463.378071253072,32122900
2024-07-31,9440.4091796875,9509.317275889598,9394.4704488861,9509.317275889598,82519900
2024-08-01,9532.287109375,9532.287109375,9371.501543674698,9371.501543674698,61176200
2024-08-02,9371.5009765625,9509.317167394302,9371.5009765625,9440.409071978402,55699900
2024-08-05,9072.8984375,9325.561431962025,9072.8984375,9187.745253164556,126328300
2024-08-06,9187.7470703125,9256.655173339843,9141.808334960937,9256.655173339843,78473900
2024-08-07,9279.623046875,9279.623046875,9187.745590965345,9187.745590965345,52327400
2024-08-08,9394.470703125,9394.470703125,9256.654506991137,9325.562605058069,54162100
2024-08-09,9325.5625,9417.439963054187,9279.623768472906,9394.47059729064,47062400
2024-08-12,9371.5009765625,9371.5009765625,9256.654150869332,9279.623516007967,40364100
2024-08-13,9463.37890625,9463.37890625,9348.532074863471,9417.440173695388,55207100
2024-08-14,9371.5009765625,9463.378437117035,9371.5009765625,9463.378437117035,47999100
2024-08-15,9394.470703125,9463.378801191931,9348.53197108038,9371.501337102689,33396600
2024-08-16,9486.3486328125,9486.3486328125,9417.440531363498,9463.379265662832,40731400
2024-08-19,9532.287109375,9578.225842432228,9440.409643260542,9486.34837631777,51054400
2024-08-20,9578.224609375,9601.193972946643,9463.377791516787,9486.34715508843,60304400
2024-08-21,9578.224609375,9647.13270008993,9578.224609375,9647.13270008993,84848800
2024-08-22,9486.3486328125,9555.2567342615,9394.471164213832,9509.317999962166,56611600
2024-08-23,9486.3486328125,9532.287367111834,9463.379265662832,9486.3486328125,46651600
2024-08-26,9486.3486328125,9532.287367111834,9417.440531363498,9440.409898513166,35145600
